# y+ ()       
# Time        	patch         	min           	max           	average       
1.8           	bottomWall	2.958798e-01	2.958798e-01	2.958798e-01
1.81          	bottomWall	2.974286e-01	2.974286e-01	2.974286e-01
1.82          	bottomWall	2.989520e-01	2.989520e-01	2.989520e-01
1.83          	bottomWall	3.004496e-01	3.004496e-01	3.004496e-01
1.84          	bottomWall	3.019212e-01	3.019212e-01	3.019212e-01
1.85          	bottomWall	3.033666e-01	3.033666e-01	3.033666e-01
1.86          	bottomWall	3.047856e-01	3.047856e-01	3.047856e-01
1.87          	bottomWall	3.061777e-01	3.061777e-01	3.061777e-01
1.88          	bottomWall	3.075430e-01	3.075430e-01	3.075430e-01
1.89          	bottomWall	3.088810e-01	3.088810e-01	3.088810e-01
1.9           	bottomWall	3.101915e-01	3.101915e-01	3.101915e-01
1.91          	bottomWall	3.114744e-01	3.114744e-01	3.114744e-01
1.92          	bottomWall	3.127294e-01	3.127294e-01	3.127294e-01
1.93          	bottomWall	3.139563e-01	3.139563e-01	3.139563e-01
1.94          	bottomWall	3.151548e-01	3.151548e-01	3.151548e-01
1.95          	bottomWall	3.163247e-01	3.163247e-01	3.163247e-01
1.96          	bottomWall	3.174658e-01	3.174658e-01	3.174658e-01
1.97          	bottomWall	3.185780e-01	3.185780e-01	3.185780e-01
1.98          	bottomWall	3.196609e-01	3.196609e-01	3.196609e-01
1.99          	bottomWall	3.207143e-01	3.207143e-01	3.207143e-01
2             	bottomWall	3.217382e-01	3.217382e-01	3.217382e-01
2.01          	bottomWall	3.227322e-01	3.227322e-01	3.227322e-01
2.02          	bottomWall	3.236961e-01	3.236961e-01	3.236961e-01
2.03          	bottomWall	3.246298e-01	3.246298e-01	3.246298e-01
2.04          	bottomWall	3.255330e-01	3.255330e-01	3.255330e-01
2.05          	bottomWall	3.264056e-01	3.264056e-01	3.264056e-01
2.06          	bottomWall	3.272474e-01	3.272474e-01	3.272474e-01
2.07          	bottomWall	3.280581e-01	3.280581e-01	3.280581e-01
2.08          	bottomWall	3.288377e-01	3.288377e-01	3.288377e-01
2.09          	bottomWall	3.295858e-01	3.295858e-01	3.295858e-01
2.1           	bottomWall	3.303024e-01	3.303024e-01	3.303024e-01
2.11          	bottomWall	3.309872e-01	3.309872e-01	3.309872e-01
2.12          	bottomWall	3.316401e-01	3.316401e-01	3.316401e-01
2.13          	bottomWall	3.322608e-01	3.322608e-01	3.322608e-01
2.14          	bottomWall	3.328493e-01	3.328493e-01	3.328493e-01
2.15          	bottomWall	3.334054e-01	3.334054e-01	3.334054e-01
2.16          	bottomWall	3.339288e-01	3.339288e-01	3.339288e-01
2.17          	bottomWall	3.344194e-01	3.344194e-01	3.344194e-01
2.18          	bottomWall	3.348771e-01	3.348771e-01	3.348771e-01
2.19          	bottomWall	3.353017e-01	3.353017e-01	3.353017e-01
2.2           	bottomWall	3.356931e-01	3.356931e-01	3.356931e-01
2.21          	bottomWall	3.360510e-01	3.360510e-01	3.360510e-01
2.22          	bottomWall	3.363754e-01	3.363754e-01	3.363754e-01
2.23          	bottomWall	3.366660e-01	3.366660e-01	3.366660e-01
2.24          	bottomWall	3.369228e-01	3.369228e-01	3.369228e-01
2.25          	bottomWall	3.371456e-01	3.371456e-01	3.371456e-01
2.26          	bottomWall	3.373343e-01	3.373343e-01	3.373343e-01
2.27          	bottomWall	3.374887e-01	3.374887e-01	3.374887e-01
2.28          	bottomWall	3.376086e-01	3.376086e-01	3.376086e-01
2.29          	bottomWall	3.376941e-01	3.376941e-01	3.376941e-01
2.3           	bottomWall	3.377448e-01	3.377448e-01	3.377448e-01
2.31          	bottomWall	3.377607e-01	3.377607e-01	3.377607e-01
2.32          	bottomWall	3.377417e-01	3.377417e-01	3.377417e-01
2.33          	bottomWall	3.376876e-01	3.376876e-01	3.376876e-01
2.34          	bottomWall	3.375984e-01	3.375984e-01	3.375984e-01
2.35          	bottomWall	3.374739e-01	3.374739e-01	3.374739e-01
2.36          	bottomWall	3.373139e-01	3.373139e-01	3.373139e-01
2.37          	bottomWall	3.371184e-01	3.371184e-01	3.371184e-01
2.38          	bottomWall	3.368872e-01	3.368872e-01	3.368872e-01
2.39          	bottomWall	3.366203e-01	3.366203e-01	3.366203e-01
2.4           	bottomWall	3.363176e-01	3.363176e-01	3.363176e-01
2.41          	bottomWall	3.359788e-01	3.359788e-01	3.359788e-01
2.42          	bottomWall	3.356040e-01	3.356040e-01	3.356040e-01
2.43          	bottomWall	3.351929e-01	3.351929e-01	3.351929e-01
2.44          	bottomWall	3.347456e-01	3.347456e-01	3.347456e-01
2.45          	bottomWall	3.342619e-01	3.342619e-01	3.342619e-01
2.46          	bottomWall	3.337416e-01	3.337416e-01	3.337416e-01
2.47          	bottomWall	3.331847e-01	3.331847e-01	3.331847e-01
2.48          	bottomWall	3.325911e-01	3.325911e-01	3.325911e-01
2.49          	bottomWall	3.319607e-01	3.319607e-01	3.319607e-01
2.5           	bottomWall	3.312932e-01	3.312932e-01	3.312932e-01
2.51          	bottomWall	3.305887e-01	3.305887e-01	3.305887e-01
2.52          	bottomWall	3.298470e-01	3.298470e-01	3.298470e-01
2.53          	bottomWall	3.290680e-01	3.290680e-01	3.290680e-01
2.54          	bottomWall	3.282515e-01	3.282515e-01	3.282515e-01
2.55          	bottomWall	3.273973e-01	3.273973e-01	3.273973e-01
2.56          	bottomWall	3.265054e-01	3.265054e-01	3.265054e-01
2.57          	bottomWall	3.255756e-01	3.255756e-01	3.255756e-01
2.58          	bottomWall	3.246077e-01	3.246077e-01	3.246077e-01
2.59          	bottomWall	3.236015e-01	3.236015e-01	3.236015e-01
2.6           	bottomWall	3.225569e-01	3.225569e-01	3.225569e-01
2.61          	bottomWall	3.214736e-01	3.214736e-01	3.214736e-01
2.62          	bottomWall	3.203515e-01	3.203515e-01	3.203515e-01
2.63          	bottomWall	3.191903e-01	3.191903e-01	3.191903e-01
2.64          	bottomWall	3.179897e-01	3.179897e-01	3.179897e-01
2.65          	bottomWall	3.167497e-01	3.167497e-01	3.167497e-01
2.66          	bottomWall	3.154697e-01	3.154697e-01	3.154697e-01
2.67          	bottomWall	3.141498e-01	3.141498e-01	3.141498e-01
2.68          	bottomWall	3.127894e-01	3.127894e-01	3.127894e-01
2.69          	bottomWall	3.113884e-01	3.113884e-01	3.113884e-01
2.7           	bottomWall	3.099465e-01	3.099465e-01	3.099465e-01
2.71          	bottomWall	3.084633e-01	3.084633e-01	3.084633e-01
2.72          	bottomWall	3.069385e-01	3.069385e-01	3.069385e-01
2.73          	bottomWall	3.053718e-01	3.053718e-01	3.053718e-01
2.74          	bottomWall	3.037629e-01	3.037629e-01	3.037629e-01
2.75          	bottomWall	3.021113e-01	3.021113e-01	3.021113e-01
2.76          	bottomWall	3.004167e-01	3.004167e-01	3.004167e-01
2.77          	bottomWall	2.986788e-01	2.986788e-01	2.986788e-01
2.78          	bottomWall	2.968971e-01	2.968971e-01	2.968971e-01
2.79          	bottomWall	2.950712e-01	2.950712e-01	2.950712e-01
2.8           	bottomWall	2.932008e-01	2.932008e-01	2.932008e-01
2.81          	bottomWall	2.912853e-01	2.912853e-01	2.912853e-01
2.82          	bottomWall	2.893244e-01	2.893244e-01	2.893244e-01
2.83          	bottomWall	2.873175e-01	2.873175e-01	2.873175e-01
2.84          	bottomWall	2.852643e-01	2.852643e-01	2.852643e-01
2.85          	bottomWall	2.831641e-01	2.831641e-01	2.831641e-01
2.86          	bottomWall	2.810166e-01	2.810166e-01	2.810166e-01
2.87          	bottomWall	2.788210e-01	2.788210e-01	2.788210e-01
2.88          	bottomWall	2.765770e-01	2.765770e-01	2.765770e-01
2.89          	bottomWall	2.742838e-01	2.742838e-01	2.742838e-01
2.9           	bottomWall	2.719409e-01	2.719409e-01	2.719409e-01
2.91          	bottomWall	2.695476e-01	2.695476e-01	2.695476e-01
2.92          	bottomWall	2.671033e-01	2.671033e-01	2.671033e-01
2.93          	bottomWall	2.646071e-01	2.646071e-01	2.646071e-01
2.94          	bottomWall	2.620584e-01	2.620584e-01	2.620584e-01
2.95          	bottomWall	2.594564e-01	2.594564e-01	2.594564e-01
2.96          	bottomWall	2.568001e-01	2.568001e-01	2.568001e-01
2.97          	bottomWall	2.540886e-01	2.540886e-01	2.540886e-01
2.98          	bottomWall	2.513211e-01	2.513211e-01	2.513211e-01
2.99          	bottomWall	2.484963e-01	2.484963e-01	2.484963e-01
3             	bottomWall	2.456133e-01	2.456133e-01	2.456133e-01
3.01          	bottomWall	2.426708e-01	2.426708e-01	2.426708e-01
3.02          	bottomWall	2.396675e-01	2.396675e-01	2.396675e-01
3.03          	bottomWall	2.366020e-01	2.366020e-01	2.366020e-01
3.04          	bottomWall	2.334727e-01	2.334727e-01	2.334727e-01
3.05          	bottomWall	2.302781e-01	2.302781e-01	2.302781e-01
3.06          	bottomWall	2.270163e-01	2.270163e-01	2.270163e-01
3.07          	bottomWall	2.236855e-01	2.236855e-01	2.236855e-01
3.08          	bottomWall	2.202834e-01	2.202834e-01	2.202834e-01
3.09          	bottomWall	2.168077e-01	2.168077e-01	2.168077e-01
3.1           	bottomWall	2.132559e-01	2.132559e-01	2.132559e-01
3.11          	bottomWall	2.096252e-01	2.096252e-01	2.096252e-01
3.12          	bottomWall	2.059124e-01	2.059124e-01	2.059124e-01
3.13          	bottomWall	2.021141e-01	2.021141e-01	2.021141e-01
3.14          	bottomWall	1.982264e-01	1.982264e-01	1.982264e-01
3.15          	bottomWall	1.942450e-01	1.942450e-01	1.942450e-01
3.16          	bottomWall	1.901653e-01	1.901653e-01	1.901653e-01
3.17          	bottomWall	1.859817e-01	1.859817e-01	1.859817e-01
3.18          	bottomWall	1.816881e-01	1.816881e-01	1.816881e-01
3.19          	bottomWall	1.772777e-01	1.772777e-01	1.772777e-01
3.2           	bottomWall	1.727424e-01	1.727424e-01	1.727424e-01
3.21          	bottomWall	1.680734e-01	1.680734e-01	1.680734e-01
3.22          	bottomWall	1.632599e-01	1.632599e-01	1.632599e-01
3.23          	bottomWall	1.582899e-01	1.582899e-01	1.582899e-01
3.24          	bottomWall	1.531488e-01	1.531488e-01	1.531488e-01
3.25          	bottomWall	1.478198e-01	1.478198e-01	1.478198e-01
3.26          	bottomWall	1.422824e-01	1.422824e-01	1.422824e-01
3.27          	bottomWall	1.365118e-01	1.365118e-01	1.365118e-01
3.28          	bottomWall	1.304776e-01	1.304776e-01	1.304776e-01
3.29          	bottomWall	1.241414e-01	1.241414e-01	1.241414e-01
3.3           	bottomWall	1.174544e-01	1.174544e-01	1.174544e-01
3.31          	bottomWall	1.103524e-01	1.103524e-01	1.103524e-01
3.32          	bottomWall	1.027485e-01	1.027485e-01	1.027485e-01
3.33          	bottomWall	9.451982e-02	9.451982e-02	9.451982e-02
3.34          	bottomWall	8.548351e-02	8.548351e-02	8.548351e-02
3.35          	bottomWall	7.534499e-02	7.534499e-02	7.534499e-02
